"id","quiz_id","user_id","submitted_at","created_at","updated_at","score","trophy_level","accuracy","speed","final_score","negative_score","correct_answers","incorrect_answers","source","type","started_at","ended_at","duration","better_than","total_questions","rank_text","mistakes_corrected","initial_mistake_count","response_map__1837","response_map__1848","response_map__1852","response_map__1862","response_map__1877","response_map__1878","response_map__1900","response_map__1917","response_map__1934","response_map__1964","quiz__id","quiz__name","quiz__title","quiz__description","quiz__difficulty_level","quiz__topic","quiz__time","quiz__is_published","quiz__created_at","quiz__updated_at","quiz__duration","quiz__end_time","quiz__negative_marks","quiz__correct_answer_marks","quiz__shuffle","quiz__show_answers","quiz__lock_solutions","quiz__is_form","quiz__show_mastery_option","quiz__reading_material","quiz__quiz_type","quiz__is_custom","quiz__banner_id","quiz__exam_id","quiz__show_unanswered","quiz__ends_at","quiz__lives","quiz__live_count","quiz__coin_count","quiz__questions_count","quiz__daily_date","quiz__max_mistake_count","next_steps__pageType"
"336566","43","7ZXdz3zHuNcdg9agb5YpaOGLQqw2","2025-01-17T15:51:29.859+05:30","2025-01-17T15:51:29.871+05:30","2025-01-17T15:51:29.871+05:30","32","2","80 %","100","30.0","2.0","8","2","live","topic","2025-01-17T16:20:44.000+05:30","2025-01-17T16:21:28.000+05:30","15:00","24","128","Topic Rank - #2402","6","8","7363","7407","7423","7464","7525","7529","7617","7685","7750","7872","43","null","Structural Organisation in Animals and Plants (7)","","null","Structural Organisation in Animals","2024-07-03T00:00:00.000+05:30","True","2024-07-03T11:00:08.958+05:30","2024-09-23T18:43:27.751+05:30","128","2024-07-04T00:00:00.000+05:30","1.0","4.0","True","True","False","False","False","null","null","False","null","null","False","2025-01-18","null","Free Test","-1","128","January 17, 2025","15","resultPage"
